#,Country,#.1,Artist,Song,Language,Place,Score,Eurovision Number,Year,Host Country,Host City,Lyrics,Lyrics translation,love,hope,heartbreak,party / celebration,war or conflict,nostalgia,empowerment,loneliness,nature,spirituality
131,Monaco,7,Marjorie Noël,Va dire à l'amour,French,9,7,10,1965,Italy,Naples,"Va dire à l’amour
Que j’ai dix-sept ans
Dis-lui qu’en rêvant
Je l’attends, je l’attends, je l’attends
Va dire à l’amour
Qu’il vienne en copain
Et nous verrons bien
Si mon cœur, si mon cœur le retient
Tu sauras mieux que moi
Le trouver dans la nuit
Tu sauras mieux que moi
Lui parler en ami
Va dire à l’amour
Qu’avant son éveil
Mes jours sont pareils
À des jours et des jours sans soleil
Mais pourquoi, mais pour qui
Sont les fleurs du printemps?
Mais pourquoi et pour qui
Bat mon cœur plus souvent?
Va dire à l’amour
Que j’ai dix-sept ans
Dis-lui qu’en rêvant
Je l’attends, je l’attends, je l’attends
Et qu’il pense à moi longtemps","Go and tell love
Go and tell love
That I'm seventeen years old
Tell him that while dreaming
I'm waiting for him, I'm waiting for him, I'm waiting for him
Go and tell love
That he must come as a friend
And we'll see
If my heart, if my heart keeps him
You'll know better than me
Where to find him in the night
You'll know better than me
How to talk to him as a friend
Go and tell love
That before his awakening
My days are just like
Days and days without sun
But why, but for whom
Are the flours of spring?
But why and for whom
Does my heart beat more often?
Go and tell love
That I'm seventeen years old
Tell him that while dreaming
I'm waiting for him, I'm waiting for him, I'm waiting for him
And that he must think of me for a long time",0.9709230065345764,0.5428633093833923,0.641983687877655,0.6759785413742065,0.1214771568775177,0.8868621587753296,0.7367795705795288,0.5660185813903809,0.7284586429595947,0.6675812005996704
132,Sweden,7,Ingvar Wixell,Absent Friend,English,10,6,10,1965,Italy,Naples,"A night of spring is a lovely thing
But I feel sad in this night of spring
For this is the time the sloe gets bright
And this is a most bewitching night
And I am lonely and you are far
And you can't hear what I sing

I wish I knew where you are tonight
I wish you're thinking of me tonight
Where are you tonight?
I wish you feel how I long for you
And I wish you're missing me too
And I wish I knew where to go
Knowing you
Knowing you

We ought to walk where the cowslips grow
Behind the hedge of candescent sloe
And you ought to smile and look at me
And I ought to kiss you tenderly
But I don't know if you still are mine
This lovely evening of spring

I wish I knew where you are tonight
I wish you're thinking of me tonight
Where are you tonight?

I wish you feel how I long for you
And I wish you're missing me too
And I wish I knew where to go
Knowing you
Knowing you

Tonight",English,0.7005364298820496,0.7275280356407166,0.7512834072113037,0.5777336359024048,0.31965211033821106,0.9167453646659851,0.7543951272964478,0.9856629967689514,0.9284412264823914,0.7489953637123108
133,France,10,Guy Mardel,N'avoue jamais,French,3,22,10,1965,Italy,Naples,"N'avoue jamais, jamais, jamais, jamais, jamais
N'avoue jamais que tu aimes
N'avoue jamais, jamais, jamais, oh non, jamais
N'avoue jamais que tu l'aimes

Si tu veux qu'on te donne tout ce que tu attends
Si tu veux que l'automne ait le goût du printemps
Sois celui qui déroute et souviens-toi toujours
Qu'il faut semer le doute pour récolter l'amour

N'avoue jamais, jamais, jamais, jamais, jamais
N'avoue jamais que tu aimes
N'avoue jamais, jamais, jamais, oh non, jamais
N'avoue jamais que tu l'aimes

Si tu tiens à défendre ton bonheur d'amoureux
Si tu tiens à entendre les plus tendres aveux
Sois celui que l'on aime pour ce qu'il ne dit pas
Qui commence un poème mais ne le finit pas

N'avoue jamais, jamais, jamais, jamais, jamais
N'avoue jamais que tu aimes
N'avoue jamais, jamais, jamais, oh non, jamais
N'avoue jamais que tu l'aimes

N'avoue jamais, jamais, jamais, jamais, jamais
N'avoue jamais que tu l'aimes","Never admit, never, never, never, never
Never admit that you love
Never admit, never, never, never, oh no, never
Never admit that you love him If you want someone to give you everything you expect
If you want autumn to have the flavor of spring
Be the one who reroutes, and always remember
That you must sow doubt to harvest love Never admit, never, never, never, never
Never admit that you love
Never admit, never, never, never, oh no, never
Never admit that you love him If you hold onto defending your happiness of being in love
If you hold onto understanding the tenderest promises
Be the one who people love for what they do not say
Who starts a poem but doesn't finish it Never admit, never, never, never, never
Never admit that you love
Never admit, never, never, never, oh no, never
Never admit that you love him Never admit, never, never, never, never
Never admit that you love him",0.7375836968421936,0.011485951021313667,0.8762378096580505,0.15461519360542297,0.7959754467010498,0.613815426826477,0.40860116481781006,0.9102267622947693,0.18892180919647217,0.5779718160629272
134,Portugal,2,Simone de Oliveira,Sol de inverno,Portuguese,13,1,10,1965,Italy,Naples,"[Verso 1]
Sabe Deus que eu quis
Contigo ser feliz
Viver ao sol do teu olhar mais terno

Morto o teu desejo
Vivo o meu desejo
Primavera em flor ao Sol de inverno

[Refrão]
Sonhos que sonhei, onde estão?
Horas que vivi, quem as tem?
De que serve ter coração
E não ter o amor de ninguém?

Beijos que te dei, onde estão?
A quem foste dar o que é meu?
Vale mais não ter coração
Do que ter e não ter, como eu

[Ponte]
Eu, em troca de nada
Dei tudo na vida
Bandeira vencida, rasgada no chão
Sou a data esquecida
A coisa perdida
Que vai a leilão

[Refrão]
Sonhos que sonhei, onde estão?
Horas que vivi, quem as tem?
De que serve ter coração
E não ter o amor de ninguém?

Vivo de saudades, amor
A vida perdeu o fulgor...

Como o Sol de inverno
Não tenho
Calor...

De que serve ter coração
E não ter o amor de ninguém?

Vivo de saudades, amor
A vida perdeu o fulgor...

Como o Sol de inverno
Não tenho
Calor!","God knows that I wanted to be happy with you
To live in the sunlight of your most tender look
Now your desire is dead, I live my own desire
Blooming spring in the winter sun
Dreams that I dreamt, where are they?
Hours that I lived, who has them?
What’s the use of having a heart, and not having anyone’s love? Kisses that I gave you, where are they?
Who have you given what belonged to me?
It’s better not to have a heart, than having it and not having it, like me I bartered everything in my life for nothing
Defeated flag, torn in the ground
I’m the forgotten date, the lost thing that goes on auction Dreams that I dreamt, where are they?
Hours that I lived, who has them?
What’s the use of having a heart, and not having anyone’s love?
I live of longings, my love, my life has lost the splendour
Like a winter sun I have no warmth What’s the use of having a heart, and not having anyone’s love?
I live of longings, my love, my life has lost the splendour
Like a winter sun I have no warmth",0.9459013342857361,0.1894460767507553,0.986661970615387,0.5491570830345154,0.7924641966819763,0.9990471601486206,0.42727720737457275,0.9683588147163391,0.5609742999076843,0.8065480589866638
135,Italy,10,Bobby Solo,"Se piangi, se ridi",Italian,5,15,10,1965,Italy,Naples,"Se piangi, amore, io piango con te
Perché sono parte di te
Sorridi sempre, se tu non vuoi
Non vuoi vedermi soffrire mai

Se ridi, amore, io rido con te
Perché tu sei parte di me
Ricorda sempre: quel che tu fai
Sopra il mio volto lo rivedrai

Non sei mai sola, anche se tu
Tu sei lontana da me
Ogni momento, dovunque andrai
Accanto a te mi troverai

Se piangi, se ridi, io sono con te
Perché sono parte di te
Ricorda sempre: quel che tu fai
Sopra il mio volto lo rivedrai

Ricorda sempre: quel che tu fai
Sopra il mio volto lo rivedrai","If you cry, my love,
I cry with you because I'm a part of you.
Always smile, if you don't want,
if you don't want ever see me suffer. If you laugh, my love,
I laugh with you because you're a part of me.
Always remember, whatever you do
you'll see it (reflected) on my face. You're never alone
even if you, you're away from me.
Every moment, wherever you'll go
you'll find me next to you. If you cry, if you laugh
I'm with you because I'm a part of you.
Always remember, whatever you do
you'll see it on my face. ...........
...........
Always remember, whatever you do
you'll see it on my face.",0.9376832246780396,0.5820159316062927,0.2590751051902771,0.5717666149139404,0.3225259780883789,0.358465313911438,0.8005360960960388,0.18598413467407227,0.46733179688453674,0.40780502557754517
136,Denmark,9,Birgit Brüel,For din skyld,Danish,7,10,10,1965,Italy,Naples,"For din skyld bru'r jeg brusende skørter
For din skyld er jeg pigelig, sart og koket
For din skyld skal jeg hver gang erobres
For din drøm er at tæmme mig, svage og bly
Mens jeg tappert gør modstand

Hver gang skal det være som dengang
Hver gang jeg vil gi', vil du hellere ta'

Men min drøm er at elske i venskab
Jeg er træt af min kvindelighed
For den bli'r du så bredskuldret af
Jeg syn's ikke om mænd, der er mænd
Men om mænd, der er menn'sker

For din skyld er det slut med komedien
For din skyld er det tid at ta' maskerne af
For din skyld gør din elskede oprør
Jeg er ikke dit bytte, men ligemand
Menn'ske, jeg si'r det for din skyld

For ellers glider jeg","Because of you I wear rustling skirts
Because of you I'm girlish, sweet and coquettish
Because of you, I must be conquered every time
For your dream ist to tame me, make me weak and leaden
While I'm offering resistance Every time it will be like back then
Every time I want want to give, you'd rather take But my dream is to love in friendship
I'm tired of my womanhood
Because it makes you broad-shouldered
I'm not into men who are men
But into men who are humans Because of you the comedy is over
Because of you it's time to take off the masks
Because of you your lover is making a fuss
I'm not your prey but your companion
A human, I'm saying that because of you Or else I'll slip away",0.6272879242897034,0.0930992141366005,0.9713473320007324,0.927165687084198,0.9201462268829346,0.8325772881507874,0.37160682678222656,0.7469704747200012,0.41641098260879517,0.016466174274683
137,Luxembourg,9,France Gall,"Poupée de cire, poupée de son",French,1,32,10,1965,Italy,Naples,"[Couplet 1]
Je suis une poupée de cire, une poupée de son
Mon cœur est gravé dans mes chansons
Poupée de cire, poupée de son
Suis-je meilleure, suis-je pire qu'une poupée de salon
Je vois la vie en rose bonbon
Poupée de cire, poupée de son

[Refrain]
Mes disques sont un miroir
Dans lequel chacun peut me voir
Je suis partout à la fois
Brisée en mille éclats de voix

[Couplet 2]
Autour de moi j'entends rire les poupées de chiffon
Celles qui dansent sur mes chansons
Poupée de cire, poupée de son
Elles se laissent séduire pour un oui, pour un non
L'amour n'est pas que dans les chansons
Poupée de cire, poupée de son

[Refrain]
Mes disques sont un miroir
Dans lequel chacun peut me voir
Je suis partout à la fois
Brisée en mille éclats de voix

[Couplet 3]
Seule parfois je soupire
Je me dis à quoi bon
Chanter ainsi l'amour sans raison
Sans rien connaître des garçons
Je n'suis qu'une poupée de cire, qu'une poupée de son
Sous le soleil de mes cheveux blonds
Poupée de cire, poupée de son

[Refrain]
Mais un jour je vivrai mes chansons
Poupée de cire, poupée de son
Sans craindre la chaleur des garçons
Poupée de cire, poupée de son","I'm a wax doll
A sound doll
My heart is engraved in my songs
Wax doll, sound doll Am I better, am I worse
Than a fashion doll ?
It's like I see life through bright rosy-tinted glasses
Wax doll, sound doll My records are a mirror
In which everyone can see me
I'm everywhere in the same time
Broken in a thousand pieces of voice Around me I can hear
Rag dolls laughing
Those who dance to my songs
Wax doll, sound doll They let themselves be seduced
For any old reason
Love isn't only in songs
Wax doll, sound doll My records are a mirror
In which everyone can see me
I'm everywhere in the same time
Broken in a thousand pieces of voice Alone, I sometimes sigh
Thinking, what's the point
Of singing love like this, without reason
Without knowing anything about boys? I'm only a wax doll
Only a sound doll
Under my sunny blond hair
Wax doll, sound doll But one day I'll be living my songs
Wax doll, sound doll
Without fearing boys' warmth
Wax doll, sound doll",0.9747971892356873,0.5805898904800415,0.2684639096260071,0.6081286668777466,0.2041831761598587,0.6682311296463013,0.7318258881568909,0.7564474940299988,0.6226888298988342,0.5187900066375732
138,Finland,5,Viktor Klimenko,Aurinko laskee länteen,Finnish,15,0,10,1965,Italy,Naples,"Aamulla aurinko nousi taivaani kirkasten
Purppurapilvissä sousi täyttymys unelmien...

Nyt aurinko laskee länteen, saapunut ilta jo on
Aurinko laskee länteen, aurinko rakkaudeton

Uskonut illan en koskaan saapuvan äkkiä näin
Kunnes näin sinisen linnun lentävän etelää päin

Näin sen ja ymmärsin sen: Poissa aika on rakkauden
Kun aurinko laskee länteen

Onneni auringon luulin taivaalle seisahtuneen
Kunnes näin sammuvan välkkeen kuohussa tulisen veen

Näin sen ja ymmärsin sen: Poissa aika on rakkauden
Kun aurinko laskee länteen
Kun aurinko laskee länteen","The sun rose in the morning brightening my sky
In purple clouds rowed the fulfilment of dreams Now the sun sets in the west
The evening has already arrived
The sun sets in the west
A sun without love I have never believed in the evening
Arriving so suddenly
Until I saw a blue bird
Flying to the east I saw it and I understood
The time of love has gone
When the sun sets in the west I thought the sun of happiness
Paused in the sky
Until I saw a fading glimmer
A fire burning away I saw it and I understood
The time of love has gone
When the sun sets in the west
When the sun sets in the west",0.24889914691448212,0.08359065651893616,0.7760294079780579,0.43638187646865845,0.34975478053092957,0.8806175589561462,0.281701922416687,0.8939129114151001,0.9232610464096069,0.7279754877090454
139,Yugoslavia,5,Vice Vukov (2),Čežnja,Croatian,12,2,10,1965,Italy,Naples,"Šumi, šumi more pjenom bijelom dok nemirni val
Donosi svaki put odjeke sjećanja
Odjeke maštanja na ovaj žal, tihi žal

Tiho šumi, šumi more kao nekad u danima sna
Kad smo na pješčanom tlu umorni zaspali
Zaspali tu, tu na tlu vreloga juga

Oh, pričaj, more, pričaj meni ti
O svitanju jutra moje čežnje za njom

Tiho šumi, šumi more ko da želi da ispriča sad
Šapatom ćutanja sve o jednoj ljubavi
Rođenoj tu, tu na tlu vreloga juga

Oh, pričaj, more, pričaj meni ti
O svitanju jutra moje čežnje za njom
Moje duboke čežnje za njom","The sea rustles with white foam while the restless waves
Bring echoes of memories with every break
Echoes of daydreams to this quiet shore Silently, the sea rustles like in those days of dreaming
When we fell asleep on the sandy ground
Fell asleep there on the ground of the hot south Oh, tell me, sea, tell me
About the dawn of the morning of my longing for her Silently, the sea rustles now as if it wants to tell a story
With the whisper of silence about one love
Born here on the ground of the hot south Oh, tell me, sea, tell me
About the dawn of the morning of my longing for her
My deep longing for her",0.9884250164031982,0.004078062251210213,0.9900251030921936,0.058466676622629166,0.00695760827511549,0.9971495270729065,0.02393919602036476,0.807688295841217,0.7935462594032288,0.4775541126728058
140,Switzerland,10,Yovanna,Non – à jamais sans toi,French,8,8,10,1965,Italy,Naples,"Non, par le temps perdu
À n'avoir voulu que toi
Non, par le temps passé
À ne plus penser qu'à toi
Va, tu vois, c'est demain déjà
Va, tu n'as rien compris
Va, tu vois, je ne pleure pas
Aujourd'hui je te dis

Non, par les grands chemins
Revenus de loin pour toi
Non, par les nuits d'été
Qui n'ont fait danser que toi

Va, jusqu'au bout de l'horizon
Aujourd'hui c'est non

Non, parce qu'un matin
Ne restera rien de toi
Non, il viendra le jour
Du prochain amour sans toi

Va, tu vois, c'est demain déjà
À jamais sans toi
Va, tu vois, c'est demain déjà
À jamais sans toi","No, for the lost time that I only wanted you
No, for the passed time that I only thought of you
Go, you see, it's already tomorrow
Go, you understood nothing
Go, you see, I don't cry
Today I tell you No, for the big roads along
Which I came back to you from far away
No, for the summer nights that only made you dance
Go, until the end of the horizon
Today it's no No, because one morning nothing will be left of you
No, the day of another love without you will come
Go, you see, it's already tomorrow
Forever without you
Go, you see, it's already tomorrow
Forever without you",0.9283438324928284,0.0427621528506279,0.9666317105293274,0.9926327466964722,0.5236639976501465,0.9753900170326233,0.6043989062309265,0.9705764651298523,0.6329565644264221,0.6076631546020508
141,Germany,11,Margot Eskens,Die Zeiger der Uhr,German,10,7,11,1966,Luxembourg,Luxembourg City,"Du liest noch manchmal die alten Briefe, die er dir schrieb
Worin dir jede Zeile sagte ""Ich hab dich lieb""
Du schließt die Augen und träumst von ihm
Und vom verlor'nen Glück
Doch die Zeiger der Uhr drehen sich nur
Vorwärts, vorwärts und nie zurück

Du hast noch viele schöne Bilder aus jener Zeit
Um diese wunderbaren Jahre tut es dir leid
Du schließt die Augen, träumst von ihm
Und vom verlor'nen Glück

Doch die Zeiger der Uhr drehen sich nur
Vorwärts, vorwärts und nie zurück

Du fühlst dich einsam und träumst von gestern, doch du lebst heut'
Einer wird kommen, der dich von deinen Träumen befreit
Du schließt die Augen
Und dann beginnt für dich ein neues Glück

Denn die Zeiger der Uhr drehen sich nur
Vorwärts, vorwärts und nie zurück

Die Zeiger der Uhr drehen sich nur
Vorwärts, vorwärts und nie zurück","You still sometimes read the old letters that he wrote you
In which every line said to you ""I love you""
You close your eyes and dream of him
and of lost happiness But the hands of the clock only rotate
Forward, forward and never backwards You still have many nice photos of that time
For these wonderful years, you are sorry
you close your eyes, dream of him
and of lost happiness But the hands of the clock only rotate
Forward, forward and never backwards You feel lonely and dream of yesterday,
yet you live today
There will come someone who will free you of your dreams
You close your eyes
and then begins for you a new happiness Because the hands of the clock only rotate
Forward, forward and never backwards The hands of the clock only rotate
Forward, forward and never backwards",0.8762642741203308,0.39245325326919556,0.7201715111732483,0.12581531703472137,0.22051025927066803,0.9835338592529297,0.6064984202384949,0.9877704977989197,0.26454830169677734,0.5491571426391602
142,Denmark,10,Ulla Pia,Stop – mens legen er go',Danish,14,4,11,1966,Luxembourg,Luxembourg City,"Går en pige hjem fra sit første bal
Sker det, at hendes ven
Går blot lidt for vidt, ja, det sker så tit
Men hun svarer igen:
Stop, ja, stop
Ja, stop, mens legen er go'
For jeg kan fornemme, at du nok vil glemme
At jeg må hjem klokken to

Tænk, ja, tænk
Ja, tænk om drømmene brast
For du ka' vel nok forstå
Tiden går helt i stå, når du holder så fast

Lad os bare vandre af sted
Uden mål eller med
Nyde stjernehimmelens ro
Den er skabt for os to

Kom, ja, kom
Ja, kom, måske si'r jeg top
Når tiden er inde til kærlighedspuslespil
Det bli'r uden et 'stop'

Lad os bare vandre af sted
Uden mål eller med
Nyde stjernehimmelens ro
Den er skabt for os to

Kom, ja, kom
Ja, kom, måske si'r jeg top
Når tiden er inde til kærlighedspuslespil
Det bli'r uden et 'stop'","Stop, while the going is good
When a girl's going home from her first dance
It happens that her friend, goes just a bit too far
Yes, that happens so often, but she answers back:
Stop, yes stop, yes stop, while the going is good
For I can feel, that you'll forget
That I should be home by two o'clock
What if, yes what if, yes what if the dreams would burst
For I think you can see
Time stops completely, when you hold so tight
Let's just aimlessly wander on
Enjoy the tranquillity of the starry sky, it was made for us
Come, yes come, yes come, perhaps I'll say yes
When the time has come for the puzzle of love
It will be without a 'stop'
Let's just aimlessly wander on
Enjoy the tranquillity of the starry sky, it was made for us
Come, yes come, yes come, perhaps I'll say yes
When the time has come for the puzzle of love
It will be without a 'stop'",0.8730525970458984,0.5355842709541321,0.11935680359601974,0.9936426281929016,0.24283352494239807,0.530236542224884,0.5914872884750366,0.4104017913341522,0.6537903547286987,0.43182381987571716
143,Belgium,11,Tonia,"Un peu de poivre, un peu de sel",French,4,14,11,1966,Luxembourg,Luxembourg City,"Un peu de poivre, un peu de sel
Un peu d'amour, un peu de miel
Quand tout cela sera mélangé
Tu pourras dire enfin que c'est arrivé

Il passait près de moi tous les jours
Pour lui je n'existais pas
Il ne pouvait savoir que mon grand amour
Fleurissait non loin de là

À la sorcière de mon quartier
J'ai enfin parlé de lui
Elle m'a longtemps, longtemps regardée
Et voici ce qu'elle m'a dit:

""Un peu de poivre, un peu de sel""
""Un peu d'amour, un peu de miel""
""Quand tout cela sera mélangé""
""Tu pourras dire enfin que c'est arrivé""

J'ai suivi sans plus d'explications
Les conseils qu'elle m'a donnés
Pour gagner l'amour de ce beau garçon
J'ai voulu tout essayer

J'ai fait acheter une eau-de-vie
À cent vingt-et-un degrés
Et tout en pensant très fort à lui
Sagement j'ai ajouté

Un peu de poivre, un peu de sel
Un peu d'amour, un peu de miel
Quand tout cela fut bien mélangé
Il arriva ce qui devait arriver

Tom topo tom tom tom to tom
Tom topo tom tom tom to tom

Un beau jour il est venu me voir
Maman l'ayant invité
Je lui ai donné ma tisane à boire
Et depuis, tout est changé

Je l'aime, il m'aime, nous nous aimons
Comme dans un conte de fées
Pour se faire adorer d'un garçon
Il suffit de lui donner

Un peu de poivre, un peu de sel
Un peu d'amour, un peu de miel
Un peu de poivre, un peu de sel","A bit of pepper, a bit of salt
A bit of love, a bit of honey
When this all will be mixed together
You'll finally be able to say that it happened He always passed me right under my nose
I didn't exist for him
He couldn't know that my big love
Flourished not far from him To the local sorceress
I could finally tell about him
She looked at me for a long, long time
And this is what she told me ""A bit of pepper, a bit of salt""
""A bit of love, a bit of honey""
""When this all will be mixed together""
""You'll finally be able to say that it happened"" I followed with no further explanation
The advice she gave me
To win the love of this beautiful boy
I wanted to try everything I've bought a brandy
At one hundred and twenty-one degrees
And strongly thinking about him
I've added bravely A bit of pepper, a bit of salt
A bit of love, a bit of honey
When that all was mixed together
What had to happen, happened Tom topo tom tom tom to tom...
Tom topo tom tom tom to tom... Upon a beautiful day he came to me
My mother invited him
I gave him my herb tea to drink
And after that, everything changed I love him, he loves me, we love each other
As in a fairy tale
To hold a boy dear
It's enough to give him A bit of pepper, a bit of salt
A bit of love, a bit of honey A bit of pepper, a bit of salt",0.93974769115448,0.6715244054794312,0.00043139851186424494,0.8053262233734131,0.016505762934684753,0.019345102831721306,0.9272975325584412,0.0012545944191515446,0.008796121925115585,0.7848142385482788
144,Luxembourg,10,Michèle Torr,Ce soir je t'attendais,French,10,7,11,1966,Luxembourg,Luxembourg City,"Le vent peut bien secouer les branches
Sur la rue les volets sont clos
Sur une nappe blanche quelques roses se penchent
Sur un couvert dressé pour deux

La mélodie que tu préfères
Posée sur le bord du piano
Tout est prêt, je l'espère, je n'ai plus rien à faire
Que d'ouvrir, car j'entends ton pas
Mais te voilà, mais ne prends pas l'air étonné

Car je savais, et je t'attendais, ce soir je t'attendais
J'étais si sûre que tu viendrais
Oui, je savais, et je t'attendais, ce soir je t'attendais
J'avais raison de t'espérer

Nous nous sommes fait beaucoup de peine
On s'est quitté pour quelques mots
C'est de l'histoire ancienne, je sais bien que tu m'aimes
C'est pourquoi je guettais ton pas
Et me voilà, là devant toi, tendant les bras

Car je savais, et je t'attendais, ce soir je t'attendais
J'étais si sûre que tu viendrais
Oui, je savais, et je t'attendais, ce soir je t'attendais
J'avais raison de t'espérer

Oui, je savais, et je t'attendais, ce soir je t'attendais
Pour te garder à tout jamais
Oui, je savais, et je t'attendais, ce soir je t'attendais
Ce soir je t'attendais","The wind could have shaken the branches,
In the street, shutters are shut,
On a white tablecloth, a few roses are leaning
Over cutlery for two. Your favorite melody
Is laying on the piano's edge.
Everything's ready, I hope, I don't have anything left to do
But open (the door), because I hear your footsteps
But here you are, don't get that surprised look. Because I knew, and I was waiting for you, this evening I was waiting for you
I was so sure you would come
Yes, I knew, and I was waiting for you, this evening I was waiting for you
I was right to hope for you. We hurt each other so bad,
We separated for a few words.
It's ancient history, I know you love me
That's why I was watching out for your steps
And here I am, in front of you, opening my arms (to you) Because I knew, and I was waiting for you, this evening I was waiting for you
I was so sure you would come
Yes, I knew, and I was waiting for you, this evening I was waiting for you
I was right to hope for you. Because I knew, and I was waiting for you, this evening I was waiting for you
To keep you forever
Yes, I knew, and I was waiting for you, this evening I was waiting for you
This evening I was waiting for you",0.7512833476066589,0.9516389966011047,0.03193424269556999,0.672331690788269,0.5535053014755249,0.9283925294876099,0.7660311460494995,0.4172714948654175,0.8731337189674377,0.6081287264823914
145,Yugoslavia,6,Berta Ambrož,Brez besed,Slovene,7,9,11,1966,Luxembourg,Luxembourg City,"[1. verz]
Brez besed bova našla se nekje
Z roko v roki šla naprej
Kot da mnogo let ni mimo

[2. verz]
Brez besed, brez vprašanj in brez laži
Bova našla košček sanj
Ki živijo v dnu srca vse dni

[Pred refren]
Vzemi moj drugi jaz
Le ti poznaš ga, le ti veš zanj
Za hip bodiva spet to, kar sva
Brez besed, brez laži

[Refren]
Vdano in brez besed bova z jutrom se razšla
Z večno željo, da še kdaj
Bi nekje, v hiši sanj
Si našla svoj pristan

[Pred refren]
Vzemi moj drugi jaz
Le ti poznaš ga, le ti veš zanj
Za hip bodiva spet to, kar sva
Brez besed, brez laži

[Refren]
Vdano in brez besed bova z jutrom se razšla
Z večno željo, da še kdaj
Bi nekje v hiši sanj
Si našla svoj pristan","Without words we will find each other somewhere
Go forward hand in hand
Like many years have not passed Without words, without questions and without lies
We will find a piece of dreams
That dwell on the bottom of a heart all of the days Take the other me
Only you know it, only you know it exists
For a moment let's again be, what we are
Without words, without lies Devotedly and wordlessly in the morning we will each go our separate way
With an eternal wish, that we again
Would somewhere, in a house of dreams
Find our haven Take the other me
Only you know it, only you know it exists
For a moment let's again be, what we are
Without words, without lies Devotedly and wordlessly in the morning we will each go our separate way
With an eternal wish, that we again
Would somewhere, in a house of dreams
Find our haven",0.46295860409736633,0.811152994632721,0.331660658121109,0.5688948631286621,0.26626187562942505,0.9587892889976501,0.5755879878997803,0.7220373153686523,0.3555510938167572,0.5631377100944519
146,Norway,7,Åse Kleveland,Intet er nytt under solen,Norwegian,3,15,11,1966,Luxembourg,Luxembourg City,"Jeg vet om en gammel mann, en som har levd lenge
Jeg vet om en gammel mann, en som har levd lenge
Han er så snill når han spør meg om hva som har hendt meg
Og om solen har brent meg
Jeg prater og søker trøst, han gynger i stolen
Han sier med sprukken røst: “Intet er nytt under solen”

Men hva har vel det å si om ting har hendt før meg?
Men hva har vel det å si om ting har hendt før meg?
Nei, det som gjør meg så vondt med alt det som han visste
At hans øyne er triste

Hva har jeg å vente på meg selv der i stolen?
Når han er så trist der nå, intet er nytt under solen","I know an old man, someone who has lived for a long time
I know an old man, someone who has lived for a long time
He's so kind asking me what has happened to me
And if the sun had burnt me I talk and seek comfort, he rocks in his chair
He says with a broken voice: ""There's nothing new under the sun"" But what does it matter if things happened before me?
But what does it matter if things happened before me?
No, what makes me hurt so much with all that he knew
That his eyes were sad What can expect myself in that rocking chair?
When he's so sad there now, there's nothing new under the sun",0.0018458481645211577,0.511167585849762,0.9553712010383606,0.07008077949285507,0.25183162093162537,0.9138880968093872,0.17016297578811646,0.8645965456962585,0.5717666149139404,0.23792988061904907
147,Finland,6,Ann Christine,Playboy,Finnish (title English),10,7,11,1966,Luxembourg,Luxembourg City,"Autot tulipunaiset, kalliit nahkaistuimet
Malli viimeinen sinuun luota en
Tytöt seurapiirien, niihin kuulu mä en
Hurmaat, naurat, viettelet, syyttää isät vihaiset:

""Olet playboy, liukas playboy
""Varma playboy, mutta verkkoos tartu en""
""Olet playboy, liukas playboy
""Varma playboy, mutta verkkoos tartu en""

Lainelautaurheilu, tennis sekä miekkailu
Tuota silmäilen sinuun luota en
Entäs talviurheilu: tytöt-niin- ja kelkkailu
Talvi St. Morizin on ilman sua lohduton

Olet playboy, sama playboy
Soma playboy, mutta kelkkaas tule en
Olet playboy, sama playboy
Soma playboy, mutta kelkkaas tule en

Monet ladyt varakkaat, monet raharuhtinaat
Petät hymyillen sinnun luota en
Nolla nolla seitsemän, nimes muka liitetään
Nollat siinä olla vois, mutta seiskan jätän pois

Olet playboy, kunnon playboy
Aito playboy, elää ilman sua voin
Olet playboy, kunnon playboy
Aito playboy, elää ilman sua voin

Elää ilman sua voin","Bright red cars, expensive leather seats
The latest model, I don’t trust you
Groupies, I don’t belong with them
You charm, you laugh, you tempt, angry fathers accuse you You’re a playboy, a slippery playboy
Certainly a playboy, but I won’t stick to your web
You’re a playboy, a slippery playboy
Certainly a playboy, but I won’t stick to your web Surfing, tennis and fencing
I only look for a moment, I don’t trust you
What about winter sports, girls, yes, and sledding
A St. Moriz winter is miserable without you You’re a playboy, the same playboy
A pretty playboy, but I won’t get on your sled
You’re a playboy, the same playboy
A pretty playboy, but I won’t get on your sled Many wealthy ladies, many debutantes
You deceive with a smile, I don’t trust you
Your name is linked with Double O Seven
The zeroes might be right, but not the seven You’re a playboy, a proper playboy
A real playboy, I can live without you
You’re a playboy, a proper playboy
A real playboy, I can live without you I can live without you",0.1397482007741928,0.19752183556556702,0.06362766772508621,0.9965097904205322,0.17258980870246887,0.20287716388702393,0.2915351986885071,0.8384153246879578,0.08057424426078796,0.00847840216010809
