From,Albania,Armenia,Australia,Austria,Azerbaijan,Belarus,Belgium,Bulgaria,Croatia,Cyprus,Czech Republic,Denmark,Estonia,Finland,France,Georgia,Germany,Greece,Hungary,Iceland,Ireland,Israel,Italy,Latvia,Lithuania,Malta,Moldova,Montenegro,Netherlands,Norway,Poland,Portugal,Romania,Russia,San Marino,Serbia,Slovenia,Spain,Sweden,Switzerland,Turkey,Ukraine,United Kingdom
Greece,0.3303923996679915,0.42582706089264477,-0.20799828580746832,-0.10744765000505513,0.05368105763479454,0.19679016444476896,0.0017628649564279653,0.4406199247761795,-0.06557770670638478,0.21097968869768363,-0.3722690460335773,-0.22434116131373405,-0.3505414228670466,-0.4039463969732181,0.11813539350059778,-0.02177550061299303,-0.16426456527576425,1.0,0.14557614552717993,-0.19324548595445598,-0.2533050229780823,-0.1170957528369535,0.09968784926468129,-0.38706326772257454,-0.21435687695306435,0.2807665316184608,-0.016131125163638557,0.06389127863839243,-0.23969537798451515,-0.2814790082443172,-0.3668122616404571,-0.045089468613247426,0.030624779441397944,0.32554603199770077,0.1799054082999359,-0.1364607899933051,0.06322827342733234,0.14822134286321328,-0.24698956870549835,0.07534775012129544,0.18652834829129641,-0.1653076441296604,-0.1466741359020583
Hungary,-0.18782970596115858,0.03458191225136311,-0.08250306130003733,-0.16838282717320613,-0.1870932655263352,0.3410490640233702,-0.06683517388793547,-0.08991823161357278,-0.20291949681001845,-0.13122622769549563,-0.40712896164338125,0.3333795194276907,0.007016744178276608,0.011086532240297238,0.1264275956595783,-0.23529047844086728,0.005229447893212294,0.14557614552717993,1.0,0.22586031783783583,0.023868399571265197,-0.020767532161862903,-0.02430096454535357,-0.18542832530616862,0.021668672065651054,-0.04206399461108683,-0.0768886499137284,-0.17236973319641852,-0.0054822836964845195,0.27280674033209923,-0.23637580900360972,-0.1841001821615622,0.23617898548973612,0.12604209549748654,-0.34255582055412415,-0.24710313642412887,-0.030118727619128805,0.2638011086487111,0.07753120632805083,0.039409308007487966,0.2573239911583967,-0.014201203517551213,0.2549396861849163
Iceland,-0.3006298796294461,-0.1434744447951588,0.0669375399349502,-0.006906777109755902,-0.5049688748156671,-0.12865064671788426,0.19482682576848862,-0.46448206924306495,-0.21175748597251104,-0.34291974476707476,-0.11558355568567624,0.4648940299979781,0.5176430795670995,0.3249362102963585,-0.2422423652555789,-0.23211996651093997,0.22462959288355802,-0.19324548595445598,0.22586031783783583,1.0,0.30990456477039297,-0.1566229872697864,-0.11986712621866709,0.10644154088760198,0.2640542336371546,-0.061870494550812984,-0.32846202171303224,-0.251499225282597,0.2922089085525454,0.4659378650612553,0.11671981331245807,-0.01213137223423851,-0.13776612430010415,-0.10428707458802075,-0.3867757258785943,-0.15610437847755101,0.15686006915858602,0.05097983753241646,0.6193963046312285,0.007916235005766974,-0.1540958037390677,0.06509768791711652,0.17888058029335574
Ireland,-0.5110512241016395,-0.30906252297627956,0.18127515683799852,-0.13347797278145448,-0.14162104346083965,-0.22353148132794778,0.005044653620837544,-0.4096554073456286,-0.2319101979537671,-0.28723063110164343,-0.04043227443743832,0.21921453949965014,0.32898799663140743,0.28895246253772267,-0.18854580020054332,0.04280820538021968,0.12951159993700656,-0.2533050229780823,0.023868399571265197,0.30990456477039297,1.0,0.19307790440237307,0.01073947970166491,0.35698015374408204,0.3085611479543386,-0.2176893791570051,0.08414985398390046,-0.05006398235876378,-0.00821054654306239,0.24276763557485545,0.21030776124166298,0.0627530668259507,-0.17574329551309312,-0.1531403272657841,-0.17799699214106712,-0.08570008508888351,0.03400166061652406,-0.08142718837468015,0.19231361521455761,-0.3992808580416591,-0.1497986006836155,0.30984771752788937,0.4109877979390014
Israel,-0.1310062795613697,-0.008289014539889795,0.047675553291921274,-0.1704869988639827,0.02696075089110346,-0.00841653558788859,0.031267235651701496,0.024210445497790358,-0.2522125982879688,0.15358601085715867,0.08585270042203966,0.11756015750712799,0.05787625586556792,0.026770337695026403,0.06317792367068593,0.04689043324562203,-0.15703598386836168,-0.1170957528369535,-0.020767532161862903,-0.1566229872697864,0.19307790440237307,1.0,-0.08239718951719485,0.30714688980899174,0.08382410821013586,0.05844045425845107,0.35115184242516595,-0.19228223376259412,-0.18963684276712467,-0.20315092499848944,0.006177649644959456,0.05987995752666682,-0.003763906429549598,0.05601022201850266,0.0008419443923176633,-0.11882555546478951,-0.24657351482496084,0.17215884624286476,-0.07214641973388952,-0.44708517442754164,-0.03720519897824324,0.13298799864136138,-0.04818011662914177
Italy,-0.13973885748250922,-0.12670767603207667,-0.07634161230124534,-0.08125233617209406,0.03210469712231505,-0.06561011137721791,0.007522425151217938,0.16984150381601987,-0.046700932254449184,-0.15332227562898806,0.28931663825045684,-0.30139724920949224,-0.10610118562728621,-0.1792788267647431,-0.10582181666732605,0.10833397621764848,-0.26769389426268797,0.09968784926468129,-0.02430096454535357,-0.11986712621866709,0.01073947970166491,-0.08239718951719485,1.0,0.023800138875453774,-0.01450643132678601,-0.2284693062104523,0.12853824744128187,0.22768942355531738,-0.13271060804042303,-0.13585438870910635,0.09225814498865079,0.3768742820943458,-0.09258590620338021,-0.03037071814196479,0.09572982883442403,-0.05144153418603309,0.08450518231795344,0.03678418081581641,-0.16357300255850082,0.009747132836662885,-0.024366206417988714,0.025117507752698966,-0.26338053305238607
Latvia,-0.4270536670843791,0.05426354668605274,0.07040075166002996,-0.27667893459100684,0.07820073652531342,0.05872116096521914,-0.19287376263731115,-0.25833755882558795,-0.13214329409435666,-0.228786132642489,0.21607832598132568,0.19186298079326902,0.4143139958262967,0.1892741627105677,-0.3430179307664135,0.23218749776447445,-0.3185981691561266,-0.38706326772257454,-0.18542832530616862,0.10644154088760198,0.35698015374408204,0.30714688980899174,0.023800138875453774,1.0,0.3482913114362302,-0.2665457538796459,0.27547315110189646,-0.23103969153949316,-0.051977859766158784,0.11784569471673723,0.37956420881010144,0.21534467612257444,-0.31489875761402597,0.06133236760010133,-0.1582828992249369,-0.1223093095078906,-0.11411240774184482,-0.23366582857951929,0.046333154802674664,-0.49570852150232925,-0.22699109867151548,0.45306151776521275,0.11448451024670421
Lithuania,-0.43183694949822654,0.03515842633654763,-0.18662194331531196,-0.17463866783702575,-0.07838965757904084,0.03920126991191112,0.11571303880223809,-0.4715329652836205,-0.03936728430158842,-0.34658500101354933,-0.061391284895537496,0.04569347311710798,0.3915904875080081,0.10117511651445883,-0.13368692283146452,0.16935671937218855,-0.04326301688406857,-0.21435687695306435,0.021668672065651054,0.2640542336371546,0.3085611479543386,0.08382410821013586,-0.01450643132678601,0.3482913114362302,1.0,-0.22877423091881063,0.1875546116034598,-0.21463603540469453,0.12764638561062616,-0.046015641022044355,0.2956671883934014,0.25521567043925864,-0.39848199866859246,0.10092134583378526,-0.13158183884482264,-0.1939283495696544,0.013837632561019803,0.012786571423593775,0.05643777379691717,-0.16094797935637345,-0.2584961174537168,0.43669493843587887,0.08312842407823334
Malta,0.48401747999238953,0.04177938296144513,0.12536323855288456,-0.08285528374425347,0.045318422181928254,-0.16565535204753615,0.26555053838505727,-0.014990285064922433,-0.10717500324787661,0.3566920470430472,-0.08449710447066731,0.14219111498117196,0.006410583356479062,-0.10547166638189634,-0.06734890714769447,-0.15344892975933183,-0.04318677219841782,0.2807665316184608,-0.04206399461108683,-0.061870494550812984,-0.2176893791570051,0.05844045425845107,-0.2284693062104523,-0.2665457538796459,-0.22877423091881063,1.0,0.06388820266567309,-0.09965129895564127,-0.32964929489711237,0.17121170521079213,-0.17788211626704795,-0.1574740859607137,0.06194430975338615,-0.16386821144320493,0.2663972492298317,-0.16633117821955906,-0.15251994786584527,0.35653024389601734,-0.00977014516525337,0.1568869384452195,-0.08428298364104654,-0.4825899278012617,0.16112535569863076
Moldova,-0.1776804115291744,0.08613035655008104,-0.10761458995281546,-0.29921742630683906,0.3213865025499352,0.20028511454729533,-0.05489537271339862,0.0503226973611155,-0.24370065715603986,0.21214126285899915,0.39229261416759065,-0.149609939291261,-0.07055264684596725,-0.2297721355630046,-0.09429202534264368,0.1991816814619629,-0.3905878949388518,-0.016131125163638557,-0.0768886499137284,-0.32846202171303224,0.08414985398390046,0.35115184242516595,0.12853824744128187,0.27547315110189646,0.1875546116034598,0.06388820266567309,1.0,-0.1997301155035466,-0.3578373591504214,-0.2101798050844507,0.10970288755766723,0.03402448729469546,-0.13004076503920795,0.1673938371102994,0.10554497296505623,-0.15546366141818707,-0.2784933319328007,0.28867376597149774,-0.3844382095118238,-0.4030642429850153,0.06843632270004768,0.24632774909418303,-0.03945608403612018
Montenegro,0.015051645944430135,-0.2275655209914757,-0.02978909567592194,-0.02847851417728788,0.010017834225296039,-0.1688856945524494,-0.16796639079336353,0.1288145288505149,0.5573540461021516,0.013643234801395966,-0.02958706643270914,-0.3837929931225725,-0.2700406631837028,0.04760714608201543,-0.08065583089529832,-0.08714146564038554,0.08744945620359193,0.06389127863839243,-0.17236973319641852,-0.251499225282597,-0.05006398235876378,-0.19228223376259412,0.22768942355531738,-0.23103969153949316,-0.21463603540469453,-0.09965129895564127,-0.1997301155035466,1.0,-0.23854972349447137,-0.37551499854686143,0.07077659062735073,0.008963861417636491,0.07739712427941023,-0.14075800531535945,0.16095952514139522,0.3401176506937969,0.4803612496269659,-0.47663922467550507,-0.14947225073415568,0.19091007859248585,-0.036625206755052486,-0.1825396394460589,-0.2773468831765728
Netherlands,0.018628844753328273,-0.08986908393961092,0.006831016893716979,0.2928004850506407,-0.07298974647849124,-0.1296399692831055,0.2682123700753039,0.009585079155952426,-0.2068217403123519,-0.2569383384229629,-0.053848572568753604,0.14579443433175604,0.1140247491491332,0.14794182702020636,0.4603592651097825,-0.0045218243822722015,0.4056330801150098,-0.23969537798451515,-0.0054822836964845195,0.2922089085525454,-0.00821054654306239,-0.18963684276712467,-0.13271060804042303,-0.051977859766158784,0.12764638561062616,-0.32964929489711237,-0.3578373591504214,-0.23854972349447137,1.0,0.1311526486906924,0.11632129965982288,0.010315697860713471,-0.16543236850029264,-0.18944119220863825,-0.13407876674019498,-0.14862671740039649,-0.07273693004463976,0.002130137695642736,0.24509016455417565,0.2190474807521015,-0.27539639021651136,0.02360786380870732,-0.04484903126249317
Norway,-0.08766833386000661,-0.15336503493284998,0.3030589671623061,0.03755666743337553,-0.3913374006293801,-0.19541146400658305,0.2699384260599192,-0.4342574310732703,-0.2519914847934679,-0.22473355550149657,0.027772836478479564,0.6674411976278671,0.42263435432623353,0.2505064243326631,-0.1634002856552641,-0.2071089794853932,-0.029615637499410676,-0.2814790082443172,0.27280674033209923,0.4659378650612553,0.24276763557485545,-0.20315092499848944,-0.13585438870910635,0.11784569471673723,-0.046015641022044355,0.17121170521079213,-0.2101798050844507,-0.37551499854686143,0.1311526486906924,1.0,0.009848616776477252,-0.028440755961750438,0.007439380564552611,-0.3293995589876382,-0.24694891051473203,-0.1451021432013508,-0.05941206133359116,0.1907505982150928,0.3603746873207039,0.11959619223521889,-0.07382112277655081,-0.2685660735987847,0.34036530329808673
Poland,-0.3181559537488193,-0.22104051257116294,0.11978403884486866,-0.14081301349817346,0.12288408243506567,-0.18841127429385007,0.11355501194715349,-0.35435319504660967,0.05105542340771464,-0.1618066231196137,0.3211034475642965,0.09750005078040261,0.29656908625649975,0.1392172047875961,-0.20665963120052702,0.08417863806515345,-0.2639308512647936,-0.3668122616404571,-0.23637580900360972,0.11671981331245807,0.21030776124166298,0.006177649644959456,0.09225814498865079,0.37956420881010144,0.2956671883934014,-0.17788211626704795,0.10970288755766723,0.07077659062735073,0.11632129965982288,0.009848616776477252,1.0,0.2740915692583963,0.06432757405887778,-0.28638350933681994,-0.025242112835953113,-0.1201022313706092,-0.09921238345589778,-0.07134824165825812,-0.004641728351872444,-0.14636262569416536,-0.4181938458011428,-0.013876474595193476,0.08371690674538772
Portugal,-0.19937758976265385,-0.09693024396228386,0.025542019519396903,-0.2207410259256335,-0.14293661992441029,-0.11703137572328753,0.10958314670309523,-0.05834769060958088,-0.036922031379846405,-0.13615813336588467,0.09865652126068476,-0.02606952922297679,0.10625351557893077,-0.17193959359159086,-0.025239989507307364,0.05690442004449802,-0.28013484186985604,-0.045089468613247426,-0.1841001821615622,-0.01213137223423851,0.0627530668259507,0.05987995752666682,0.3768742820943458,0.21534467612257444,0.25521567043925864,-0.1574740859607137,0.03402448729469546,0.008963861417636491,0.010315697860713471,-0.028440755961750438,0.2740915692583963,1.0,-0.050414677156699075,-0.09803425369802973,0.15383138537233076,-0.15326447780218946,0.050874795751784926,0.09966656099407846,-0.14846091413528129,-0.03958895231120824,-0.3163292245246098,0.07392461868713508,-0.08197529577252523
Romania,0.023626908565175124,-0.08712318637100054,-0.05363519087459682,0.08941612004035558,0.061144718815707225,0.0403970113622044,-0.11142855224941427,0.11140359324526321,0.1203013440237564,0.17587360217619513,-0.1391562655696241,-0.05255928794741352,-0.22113896431990407,0.12259015295634755,0.01962162793298133,-0.15632607714180718,-0.06467569449564617,0.030624779441397944,0.23617898548973612,-0.13776612430010415,-0.17574329551309312,-0.003763906429549598,-0.09258590620338021,-0.31489875761402597,-0.39848199866859246,0.06194430975338615,-0.13004076503920795,0.07739712427941023,-0.16543236850029264,0.007439380564552611,0.06432757405887778,-0.050414677156699075,1.0,0.024592121783559528,0.09366827206388793,-0.09455283925809116,-0.2163705494735488,0.12008327630314825,-0.04511474330692415,0.00674675402075307,0.22089861513755726,-0.1010000160015614,0.020448366884198786
